voc_externalratingcommentsid,Overall Negative,Overall Neutral,Overall Positive,Sentence Sentiment,Sentence Positive,Sentence Neutral,Sentence Negative,Target,Assessment,Sentence,Overall Sentiment Score,Document Sentiment
59DD0E67-AFFF-EE11-9F89-0022489CFF41,0.02,0.19,0.79,positive,0.73,0.25,0.02,Wir,positiv,wir kommen definitiv wieder.,0.77,positive
B3BEDEAA-1ACE-EE11-9079-000D3AD7F3E2,0.01,0.07,0.92,positive,0.98,0.01,0,service,perfect,It shows what perfect service is!,0.91,positive
542BAED5-9C05-EF11-9F89-0022489E0DA9,0.01,0.07,0.93,positive,0.79,0.2,0.01,Familienhotel,sauberes,\nGENERAL: Ein sehr gepflegtes und sauberes Familienhotel mit toller und riesengroßer poolanlage mit Aquapark.,0.92,positive
7FEDDD3D-F105-EF11-9F89-6045BDDDFB2D,0.06,0.25,0.68,positive,0.6,0.38,0.02,Mann,sympatischer,"Ich finde, es ist ein sehr sympatischer junger Mann, der seine Gäste gerne bedient. ",0.62,mixed
519455BF-4B05-EF11-9F89-000D3AB55801,0.05,0.33,0.62,positive,0.57,0.38,0.05,Zimmer,Geräumige,"Beim Essen musste man sich zumindest keine Sorgen um eine Infektion machen, alles frisch, eine gute Auswahl und sehr lecker.\nFOOD: Gute Auswahl, lecker, schön angerichtet, abwechslungsreich\nSPORT: immer eine Möglichkeit was zu unternehmen, Animation leistet tolle Arbeit\nLOCATION: Schöne Lage, nicht weit zum Strand, Shoppen direkt vor der Tür möglich\nSERVICE: Etwas aufdringlich, man muss nein sagen können\nROOM: Geräumige, moderne Zimmer",0.57,positive
BE67996E-33FA-EE11-A1FE-002248A3D3C7,0.01,0.08,0.9,positive,0.96,0.03,0,Hotel,Sehr schönes mit toller Anlage,\nHOTEL: Sehr schönes Hotel mit toller Anlage!,0.89,positive
B93DDD34-3AFA-EE11-A1FE-0022489AE2FC,0.01,0.15,0.84,positive,0.91,0.09,0.01,Gartenanlage,gepflegt,"Gartenanlage, Pools -alles sehr gepflegt. ",0.83,positive
44F1224B-9DFF-EE11-9F89-0022489CFF41,0.9,0.1,0.01,neutral,0.06,0.63,0.31,Essen,eintönig,\nGENERAL: Solides Hotel aber stark in die Jahre gekommen\nFOOD: Essen war kalt und sehr eintönig.,-0.89,negative
ED878E3F-2FFA-EE11-A1FE-002248A3DC4F,0.3,0.15,0.56,neutral,0.26,0.72,0.01,Ausflugsziele,schnell,Ausflugsziele sind auch schnell zu erreichen.,0.26,mixed
364519B4-2AFA-EE11-A1FE-0022489EDBA9,0.01,0.07,0.93,positive,0.84,0.15,0.01,Sandstrand,schönen,Es hat einen schönen Sandstrand.,0.92,positive
8C7E89E8-1BFA-EE11-A1FE-0022489AE2FC,0.9,0.08,0.01,neutral,0.01,0.99,0.01,Ersatzflugzeug,bestellen,Then you actually order a replacement plane.,-0.89,negative
33AAA46D-3AFA-EE11-A1FE-002248A2F5F4,0.01,0.04,0.96,positive,0.92,0.06,0.01,Hotel,empfehlen,Im ganzen können wir das Hotel wärmstens empfehlen.??,0.95,positive
BF22F844-A4FF-EE11-9F89-0022489CFF41,0.01,0.12,0.87,positive,0.97,0.02,0,Qualität,gute,"Essen ist sehr abwechslungsreich und empfehlenswert.\nFOOD: Sehr abwechslungsreich und sehr gute Auswahl, nette Atmosphäre und gute Qualität. ",0.86,positive
2E63AD08-34FA-EE11-A1FE-0022489AE2FC,0.17,0.26,0.57,neutral,0.44,0.54,0.02,Bequemlichkeit,äußerst,"Dies haben wir als äußerst bequem empfunden, denn wer hat schon Lust auf ewig lang Latscherei zum Bus, wenn der ganze Tag noch vor Einem liegt. ",0.4,mixed
5AB3D7F3-9C05-EF11-9F89-000D3AB47452,0.06,0.25,0.68,negative,0.08,0.25,0.67,Baran und kaan,unterhaltsam,Dank Baran und Kaan war das alles andere als langweilig.,0.62,mixed
FB45CEFD-3BFA-EE11-A1FE-002248A3D195,0,0.02,0.97,positive,0.99,0,0,Frühstücksbuffet,Tolles,Tolles Frühstücksbuffet.,0.97,positive
C9385CD6-9C05-EF11-9F89-0022489CFF41,0.01,0.09,0.9,neutral,0.03,0.85,0.12,Service,toll,Service toll.,0.89,positive
114025D1-1C05-EF11-9F89-0022489CFF41,0.03,0.1,0.87,positive,1,0,0,Essen,abwechslungsreiches,"Schöne Anlage, sehr nettes Personal, qualitativ hochwertiges und abwechslungsreiches Essen. ",0.84,positive
E83000F2-34FA-EE11-A1FE-002248A3D195,0.33,0.05,0.62,neutral,0.37,0.53,0.1,Lage,optimal,\nSPORT: Mir persönlich fehlt für Jugendliche mehr Sportaktivitätsbereiche.\nLOCATION: Lage ist optimal.,0.29,mixed
14D86C50-47D7-EE11-904C-000D3A67B052,0.01,0.07,0.92,positive,0.98,0.02,0,HOTEL,gepflegte," HOTEL: Eine sehr gepflegte, saubere und schön angelegte Anlage, hübscher Garten, sehr freundliches und hilfsbereites Personal. ",0.91,positive
17A255C5-AFFF-EE11-9F89-0022489CFF41,0.09,0.22,0.69,neutral,0.01,0.92,0.07,Doppelzimmer,falsches Zimmer,Wir hatten ein Doppelzimmer gebucht und hatten ein dreier Zimmer bekommen.,0.6,mixed
AF323441-8305-EF11-9F89-6045BDDF0E33,0.01,0.13,0.86,positive,0.5,0.49,0.01,Essen,abwechslungsreich,Essen abwechslungsreich.,0.85,positive
1E92AA5D-8305-EF11-9F89-6045BDDF439F,0.01,0.03,0.97,positive,0.99,0.01,0,Mitarbeiter,aufmerksam,Der Service Top und die Mitarbeiter sehr freundlich und aufmerksam.,0.96,positive
AA46BCEC-9C05-EF11-9F89-000D3ABA955D,0.15,0.12,0.73,positive,0.57,0.41,0.02,Ambiente,schönes,Da wäre die Hälfte vom Preis ansprechender .\nFOOD: Sehr schönes Ambiente reichlich zu essen für jeden was dabei\nSPORT: Spa und Wellnes sehr schön Friseur sehr qualifiziert.,0.58,mixed
4DB1296C-B705-EF11-9F89-000D3ABA505B,0.34,0.27,0.39,negative,0.03,0.46,0.51,Animation,schleppend,Die Animation ist jetzt am Anfang der Saison noch schleppend und kann die Leute irgendwie nicht so richtig begeistern.,0.05,mixed
EF75F6E7-37FA-EE11-A1FE-0022489AE2FC,0.01,0.17,0.82,positive,0.8,0.19,0.01,Unterhaltung,gut,Man wird gut unterhalten und auch die Sportangebote sind für einen Entspannungsurlaub ausreichend.,0.81,positive
3B4FC380-47D7-EE11-904C-000D3A67B052,0,0.01,0.98,positive,0.98,0.01,0,Anlage,schöne," HOTEL: Sehr schöne Anlage direkt am türkisblauen Meer, mit Kindern empfehlenswert, obwohl das späte Abendessen problematisch ist ",0.98,positive
541E964E-2BFA-EE11-A1FE-002248A2F5F4,0.01,0.16,0.83,positive,0.79,0.2,0.01,Spiele,lustige,"Die Abende werden durch ein schönes Mini-Disco-Programm und großartige Shows, Live-Musik oder lustige Spiele gestaltet.",0.82,positive
B273828D-1DFA-EE11-A1FE-002248A2F5F4,0.01,0.23,0.76,positive,0.91,0.08,0.01,Urlaub,erholsam,Der Urlaub war erholsam.,0.75,positive
1940503E-F105-EF11-9F89-0022489DE34D,0.4,0.18,0.41,positive,0.72,0.26,0.02,Personal,gut,Und beim Rest der Karte sinngemäß.\nSERVICE: Das Personal im Hotel war wirklich gut.,0.01,mixed
83D3D368-22FA-EE11-A1FE-0022489EDBA9,0.65,0.07,0.28,positive,0.98,0.01,0,Restaurants,Tolle,Tolle Restaurants!,-0.37,mixed
7DB9DFC8-22FA-EE11-A1FE-002248A3D3C7,0.34,0.26,0.4,neutral,0.05,0.94,0.01,Reisegrund,teilweise geeignet,\nHOTEL: Für meinen Reisegrund war es teilweise geeignet.,0.06,mixed
A6DF5A96-23FA-EE11-A1FE-002248A3DC4F,0.15,0.09,0.76,positive,0.81,0.17,0.02,Hotel,nett,"In diesen Hotel wird man immer freundlich und nett behandelt und ich muss sagen, dass es das erste Hotel ist wo das so war auch wenn man kein Trinkgeld gegeben hat.",0.61,mixed
0D0AF140-6A05-EF11-9F89-000D3ADD6772,0.07,0.14,0.79,positive,0.9,0.09,0.01,Getränkeauswahl,gut,"Die Getränkeauswahl ist sehr gut, es gibt lokale und internationale Marken. ",0.72,mixed
6629F33F-6A05-EF11-9F89-0022489CFF41,0.15,0.12,0.73,positive,0.97,0.02,0,Essen,lecker,Das Essen sehr lecker und abwechslungsreich.,0.58,mixed
570DDB55-39FA-EE11-A1FE-002248A2F5F4,0.01,0.09,0.91,positive,0.91,0.09,0.01,Anlage,schöne,\nHOTEL: Sehr schöne Anlage direkt am Meer.,0.9,positive
254D66CA-B0FF-EE11-9F89-7C1E52217B47,0.02,0.19,0.78,neutral,0.33,0.65,0.02,Essen,umfangreiche,Vor allem der sehr warme Außenpool aber auch das umfangreiche Essen.,0.76,positive
54FC8801-A2FF-EE11-9F89-6045BDDF0E33,0.01,0.08,0.91,positive,0.91,0.09,0.01,Personal,freundliches,"morgens,mittags,abends.\nLOCATION: Direkte Strandlage, nicht weit weg von der Einkaufsmeile, Dolmu? Haltestelle.\nSERVICE: Sehr freundliches, zuvorkommendes Personal, hilfsbereit,die Reinigungskräfte sind top.",0.9,positive
03E68A38-F105-EF11-9F89-6045BDDF0E33,0.01,0.15,0.84,positive,0.65,0.33,0.02,Lage,perfekt,Ob wohl sehr viele Strandliegen vorhanden sind gibt es auch allein Reisende die 5 Liegen benutzen.\nFOOD: Essens Auswahl sehr vielfältig und lecker.\nSPORT: Sehr schöne Beheizte Pools.\nLOCATION: Für uns war die Lage des Hotel perfekt.,0.83,positive
87B945A0-32FA-EE11-A1FE-0022489EDBA9,0.01,0.08,0.91,positive,0.96,0.04,0.01,Aussicht,wunderschöne,\nHOTEL: Das Hotel hat super Lage und wunderschöne Aussicht.,0.9,positive
8BC1EB84-6BD7-EE11-904C-000D3A67B052,0.01,0.05,0.94,positive,0.98,0.02,0,Anlage,sehr sauber gepflegt,HOTEL: Sehr sauber gepflegte Anlage!,0.93,positive
0376D1FC-F005-EF11-9F89-7C1E52217B47,0.2,0.19,0.61,neutral,0.02,0.86,0.12,Hotel,abgelegen,Hotel ist vielleicht etwas abgelegen.,0.41,mixed
14638F65-A8F4-EE11-A1FD-002248A2F5F4,0,0.01,0.99,positive,0.99,0.01,0,Hotel,Schönes,"\nHOTEL: Sehr Schönes Familien Hotel , wir sind begeistert, Jeden Abend gibt’s ein sehr Tolles Programm ,viele Restaurants ,ganz toller Kinder Club ,wir kommen unbedingt wieder ",0.99,positive
0DA3A1D6-4B05-EF11-9F89-0022489CFF41,0.49,0.17,0.35,neutral,0.01,0.81,0.18,Kellner,unfreundlich,Die Kellner bedienen einen nur bei Trinkgeldgabe.Das Essen ist wenig abwechslungsreich.,-0.14,mixed
FDE953D2-44D7-EE11-904C-000D3A67B052,0.13,0.22,0.66,positive,0.63,0.26,0.11,Das,nicht schlimm,Aber das ist nicht schlimm.,0.53,mixed
4C3657BC-F005-EF11-9F89-000D3ABA505B,0.1,0.16,0.74,positive,0.99,0.01,0,Ausstattung,zweckmäßig,"Die Ausstattung war geschmackvoll und zweckmäßig, der Blick vom Balkon aufs Meer war traumhaft. ",0.64,mixed
AED5228E-1BEF-EE11-904B-0022489EDBA9,0.39,0.21,0.4,positive,0.78,0.19,0.03,A,dickes Lob,Ein dickes Lob für A.,0.01,mixed
3729DD8E-A1FF-EE11-9F89-0022489CFF41,0.01,0.03,0.96,positive,0.98,0.02,0,Essen,lecker,"Das Essen ist super lecker, die Menschen sind hier sehr freundlich und kümmern sich sehr um ihre gäste. ",0.95,positive
A452B0D8-44D7-EE11-904C-000D3A67B052,0.01,0.1,0.89,positive,0.94,0.05,0.01,SERVICE,hilfsbereit,"Sind alle nett und versuchen nur, irgendwie über die Runden zu kommen, da es ihre einzige Einnahmequelle ist SERVICE: Alle sind immer super freundlich, lieb und hilfsbereit!",0.88,positive
8C0F1788-5BD7-EE11-904C-000D3A67B052,0.01,0.14,0.84,positive,0.84,0.14,0.01,Personal,aufmerksam," HOTEL: Ich wahr mit meinem 7 jährigen Sohn für 9 Tage in diesem Hotel gewesen und hatten eine sehr schöne Zeit dort, für kinder ein Traum.Mitarbeiter im Miniclub sehr lieb und herzlich, Personal im Hotel sehr sehr aufmerksam und sehr sehr freundlich, von Reinigungskraft zum Küche Personal , Bedienung etc, alle haben stets ein Lächeln im Gesicht, sind hilfsbereit und sehr sehr höflich. ",0.83,positive
29014B3B-2BFA-EE11-A1FE-002248A3D3C7,0.42,0.15,0.43,neutral,0.09,0.68,0.23,Kinder,Zuviel,"Zuviel Menschen, Zuviel Kinder. ",0.01,mixed
CEEE590F-B705-EF11-9F89-000D3ADD6772,0.1,0.16,0.74,neutral,0.01,0.97,0.01,Transferzeit,akzeptabel,Unsere Transferzeit vom Flughafen zum Hotel betrug sowohl bei Ankunft als auch bei Abreise etwa 20 Minuten.,0.64,mixed
FC39815C-47D7-EE11-904C-000D3A67B052,0,0.03,0.97,positive,0.92,0.07,0.01,HOTEL,angenehm,HOTEL: Sehr angenehm und wohlfühlend.,0.97,positive
AF64A71F-1DFA-EE11-A1FE-0022489EDBA9,0.01,0.18,0.81,neutral,0.02,0.65,0.33,Fehler,kleiner,Wenn tatsächlich mal ein kleiner Fehler passiert sind alle sofort bemüht dem Gast diese Unannehmlichkeit durch unmittelbare Abhilfe zu ersetzen.,0.8,positive
280C4C57-3AFA-EE11-A1FE-002248A3D3C7,0,0.01,0.98,neutral,0.04,0.94,0.02,Hotel,unser 13.,\nHOTEL: Das unser 13.,0.98,positive
422F6467-D205-EF11-9F89-000D3AB2FDDD,0.06,0.25,0.68,positive,0.44,0.41,0.16,Personengedächtnis,beeindruckend,"Wahnsinn, welches Personengedächtnis die Leute haben. ",0.62,mixed
A0B02E24-3205-EF11-9F89-6045BDDF0E33,0.01,0.12,0.87,positive,0.76,0.21,0.03,Hotel,schön,\nGENERAL: Das Hotel ist sehr schön.,0.86,positive
E4F5BA74-5ED7-EE11-904C-000D3A67B052,0.01,0.11,0.89,positive,0.81,0.18,0.01,Personal Animation,freundliches,HOTEL: Super Strand freundliches Personal Animation freundlich.,0.88,positive
E86F75C7-D105-EF11-9F89-000D3ABA955D,0.01,0.22,0.77,positive,0.62,0.36,0.01,Ismail,bester,"nächstes Jahr wieder.\nFOOD: Das Essen war vielfältig und abwechslungsreich\nSPORT: Ismail ist der bester Animateur :)\nSERVICE: Sehr freundlich, zugewandtes Personal",0.76,positive
4DFC5369-1CFA-EE11-A1FE-002248A3D3C7,0.59,0.1,0.31,neutral,0.01,0.77,0.22,Suite,ohne Dusche,"Suite ohne Dusche, Decken-Ventilator nicht verstellbar. ",-0.28,mixed
D5A562BC-9C05-EF11-9F89-000D3AB2FDDD,0.2,0.19,0.61,positive,0.95,0.04,0.01,Essen,gutes,"\nGENERAL: Alles sauber, sehr gutes Essen, schöne Zimmer, tolles Mobiliar, 12,- Euro extra für die Sauna fand ich überzogen und geht auch nicht eindeutig aus der Beschreibung hervor, zumal man im Hotel nur für relativ kurze Zeiten die Sauna zwischendurch nutzt. ",0.41,mixed
6AFEAD00-2BFA-EE11-A1FE-002248A3D195,0.01,0.27,0.72,positive,0.9,0.09,0.01,Buffet,tolles,"\nHOTEL: Schöne Poolanalge & Zimmer, spannendes Abendprogramm, tolles Buffet, sympathisches und zuvorkommende/s Animation Team & Angestellte…",0.71,positive
D15FDEB1-4CD7-EE11-904C-000D3A67B052,0,0.04,0.96,neutral,0.01,0.98,0.01,Strand,nah,150 Meter bis zum Strand.,0.96,positive
F05DD03C-4BD7-EE11-904C-000D3A67B052,0.18,0.15,0.68,neutral,0.3,0.67,0.03,Zimmer,einzugsbereit,Unser Zimmer war dann auch bereits schon am Mittag einzugsbereit!,0.5,mixed
CEBA1F31-63D7-EE11-904C-000D3A67B052,0.01,0.23,0.76,positive,0.98,0.01,0,Service,super," HOTEL: Das Hotel kennzeichnet sich durch eine gute Uebersichtlichkeit, einen super Service, ein ausgezeichnetes Buffet sowie einen sehr schön gestalteten, grünen Zugang zum Sandstrand aus. ",0.75,positive
6D8949CD-2BFA-EE11-A1FE-002248A2F5F4,0.02,0.08,0.9,positive,0.96,0.02,0.01,Zimmer,sauber und top,\nROOM: Schon etwas älter aber immer noch top und sehr sauber.,0.88,positive
0E13F06F-B705-EF11-9F89-0022489BF1DD,0.01,0.15,0.84,positive,0.92,0.07,0.01,Strand,sauber,"Strand super sauber, und Eis wird bis zur Liege gebracht. ",0.83,positive
300FF04A-D205-EF11-9F89-0022489E0DA9,0.29,0.17,0.54,neutral,0.06,0.93,0.01,Essen,verzögert,Vermutlich da das Essen aufgrund der vielen Gäste vorbereitet wird.,0.25,mixed
E86F75C7-D105-EF11-9F89-000D3ABA955D,0.01,0.22,0.77,positive,0.62,0.36,0.01,Essen,vielfältig,"nächstes Jahr wieder.\nFOOD: Das Essen war vielfältig und abwechslungsreich\nSPORT: Ismail ist der bester Animateur :)\nSERVICE: Sehr freundlich, zugewandtes Personal",0.76,positive
72F2137C-2DFA-EE11-A1FE-002248A3DC4F,0.15,0.16,0.69,negative,0.01,0.12,0.88,Wanderungen,schwierigere zuviel,Längere und schwierigere Wanderungen wären für uns zuviel gewesen.,0.54,mixed
12ACE7A5-25FA-EE11-A1FE-0022489EDBA9,0.63,0.17,0.2,neutral,0.01,0.98,0.01,Betten,hart,\nHOTEL: Betten zu hart.,-0.43,mixed
71412147-36FA-EE11-A1FE-002248A2F5F4,0.3,0.19,0.51,neutral,0.26,0.66,0.08,Gerichte,köstlich,"Hier wünscht man sich seitens der Hotelleitung mehr Konsequenz, das zu unterbinden \nFOOD: Gerichte köstlich, Riesenauswahl, Desserts zum Verzweifeln reichlich.\nSPORT: Vorhanden, aber von uns kaum genutzt.\nLOCATION: Etwas entfernt vom Strand, aber bei dem Pool (29°) kein Problem. ",0.21,mixed
3ABC3FCE-2AFA-EE11-A1FE-002248A3DC4F,0.01,0.11,0.88,positive,0.99,0.01,0,Lage,klasse,Die Lage vom Hotel ist einfach klasse!,0.87,positive
B8EF0D59-D205-EF11-9F89-002248A040F5,0.34,0.27,0.39,positive,0.71,0.23,0.06,Pool,toll,"Es sieht auf den ersten Blick alles toll aus, sowohl die Gebäude wie auch die gaGartenanlage und der Pool und der Strand, aber es hakt hier und da natürlich im Detail. ",0.05,mixed
1E429593-9C05-EF11-9F89-000D3ADA83DF,0.01,0.12,0.87,positive,0.76,0.21,0.03,Hotel,schön,\nGENERAL: Das Hotel ist sehr schön.,0.86,positive
0733E268-3BFA-EE11-A1FE-0022489AE2FC,0.05,0.08,0.87,positive,0.98,0.02,0,Angebot,gut,"Jeder Angebot wurde klasse durchgeführt, immer freundlich, gut gelaunt, aufmerksam und menschlich. ",0.82,mixed
1863847B-25FA-EE11-A1FE-0022489AE2FC,0.01,0.12,0.87,positive,0.99,0.01,0,Balkon,super,"Auch der Balkon ist super, schöne Aussicht &‘ man kann richtig runterkommen.",0.86,positive
988D59D7-30FA-EE11-A1FE-0022489EDBA9,0,0.03,0.97,positive,0.99,0,0,Service,empfehlen,"Service ist sehr nett, absolut zu empfehlen",0.97,positive
FC35FB5B-8305-EF11-9F89-000D3ADD6772,0.02,0.2,0.78,positive,0.78,0.2,0.02,zimmer,sauber,\nGENERAL: Echt ein Super HotelSehr empfehlenswertDer Anitmateur Yakup einfach der besteeinfach super Sehr sehr nettes personal und das Essen ist sehr schönAnitmation und Massage team sehr gut\nFOOD: Das essen schmeckt super es ist immer etwas zu essen vorhanden\nSPORT: Das animationsteam ist sehr gut und sehr witzig\nLOCATION: Super schöne lage mit viel grün\nSERVICE: Mann wird überall gefragt on mann etwas braucht immer gute bedienung\nROOM: Das zimmer wird täglich gereinigt super sauber,0.76,positive
4F5372B2-5ED7-EE11-904C-000D3A67B052,0.01,0.08,0.91,neutral,0.28,0.65,0.07,Allefälle,positiv,Auf allefälle komm ich wieder.,0.9,positive
A93F5595-3205-EF11-9F89-000D3AB55801,0.01,0.13,0.86,positive,0.98,0.01,0,hotel,gute,"\nGENERAL: Seht gute hotel, zimmer sauber und schön, Bedienung super, garten und Pool sauber uns schön gepflegt. ",0.85,positive
B2FE6914-9BDE-EE11-904C-002248A3D195,0.79,0.19,0.02,negative,0,0.01,0.98,Reklamation,abgelehnt,"Leider wurde diese Reklamation von A nicht angenommen, Begründung trifft nicht zu, somit jegliche Entschädigung von A abgelehnt.",-0.77,negative
85B33912-28FA-EE11-A1FE-002248A3D195,0.01,0.18,0.81,neutral,0.41,0.55,0.04,Geschlafen,gut,Geschlafen haben wir gut.,0.8,positive
F7C5E93A-1BE4-EE11-904C-002248A3D195,0,0.01,0.99,positive,0.98,0.02,0,webseite,gute,"sehr gute webseite, klar und übersichtlich. ",0.99,positive
541E964E-2BFA-EE11-A1FE-002248A2F5F4,0.01,0.16,0.83,positive,0.79,0.18,0.03,Auswahl,große,Es gibt eine große Auswahl und geschmacklich ist auch alles super!\nSPORT: Wie immer ist die Animation großartig und sorgt für Unterhaltung!,0.82,positive
E758EEE2-2AFA-EE11-A1FE-0022489EDBA9,0.01,0.11,0.89,neutral,0.15,0.54,0.31,Atmosphäre,angenehm,"Aufgrund der geringeren Gästeanzahl war die Atmosphäre eher ruhig, was sehr angenehm war.\nSPORT: Wir haben Fitness und Wellness nicht genutzt. ",0.88,positive
CCAE993A-E6CB-EE11-9079-000D3AD7F3E2,0.71,0.18,0.11,neutral,0.14,0.83,0.03,Buchung,keine Sorgen machen sollten,"Seitens A wurde uns versichert, dass wir uns keine Sorgen machen sollten und die Buchung 7 Tage vor dem Aufenthalt im System sein sollte.",-0.6,mixed
28F27A38-50D7-EE11-904C-000D3A67B052,0.01,0.08,0.92,positive,0.99,0.01,0,Hotel,schönes," HOTEL: Sehr schönes Hotel, sauber ordentlich.",0.91,positive
B93DDD34-3AFA-EE11-A1FE-0022489AE2FC,0.01,0.15,0.84,neutral,0.37,0.53,0.1,Job,super,"Kindern gegenüber hatten sie immer Scherze auf Lager.Sie machen alle einen super Job, der sicherlich nicht immer leicht ist.\nROOM: Die Zimmer sind sehr geräumig, somit vor allem auch für Familien mit 3 Kindern geeignet, was nicht in allen Hotels so ist. ",0.83,positive
D54C54B2-6BD7-EE11-904C-000D3A67B052,0.12,0.07,0.82,neutral,0.48,0.5,0.02,Hotel,erstklassig,HOTEL: Reisegrund: FlitterwochenHierfür war das Hotel erstklassig geeignet.,0.7,mixed
541E964E-2BFA-EE11-A1FE-002248A2F5F4,0.01,0.16,0.83,neutral,0,0.99,0,Ausstattung,vorhanden,"Dinge wie Shampoo, Spülung, etc. sowie Wattepads, Kamm und Wattestäbchen sind vorhanden.",0.82,positive
294872D6-A2F4-EE11-A1FD-002248A2F5F4,0.25,0.16,0.59,neutral,0.12,0.81,0.07,Veränderungen,viel,Es hat sich viel geändert.,0.34,mixed
6C0DF4B3-3205-EF11-9F89-0022489CFF41,0.01,0.24,0.75,neutral,0.43,0.53,0.04,Hotel,schönes,"\nGENERAL: Nach vielen Hotel besuche egal in welcher Land können wir als eine große Familie nur eins sagen“ absolut freundlich sehr nette und immer hilfsbereite mitarbeitende im jeden Bereich egal was man braucht, Super großes Angebot im Restaurant Super schnelle Service am Tisch, mit oder ohne Alkohol alles was ein Herz begehrt an getränke, schönes und gepflegtes Hotel und Strand , mehrere pool‘s und ausreichend genug liegen, rund um die Uhr essen und trinken, absoluter Highlight für mich war nach Sonnenaufgang am strand wo die Cafés oder Bars geöffnet waren das Café Angebot auf einem kleinen Wägelchen für früh aufstehenden Gäste :) Daumen hoch für die Leistung.\nFOOD: Top Auswahl und alles sehr lecker, für jedem irgendwas dabei , Ambiente sehr schön und ausreichend genug Sitz Möglichkeit ist vorhanden.\nSPORT: Pools sauber und für jeden was dabei, Entertainment ist super egal für groß oder klein.\nLOCATION: Gepflegte anlage und strand, direkt am mehr. ",0.74,positive
E662C146-2FFA-EE11-A1FE-0022489EDBA9,0,0.03,0.97,positive,0.97,0.03,0,Personal,freundlichem,\nHOTEL: War ein erholsamer Urlaub in einer gepflegten und sauberen Unterkunft mit sehr freundlichem Personal und einem guten Service.,0.97,positive
00F4E917-B705-EF11-9F89-000D3AB47452,0.01,0.15,0.84,positive,0.84,0.15,0.01,Personal,freundlich,"Das Einen Ausflug kann man nach Hughada oder Safaga machen\nSERVICE: Das Personal ist freundlich und immer sehr hilfsbereit\nROOM: die Zimmer sind von der Größe her gut, in den Betten kann man gut schlafen",0.83,positive
7FA6C74B-29FA-EE11-A1FE-002248A3DC4F,0.55,0.09,0.36,neutral,0.01,0.89,0.1,Mahlzeiten,eingeschränkte Getränkeauswahl,"Viele liegen an einem vorbei, so dass man bei den Mahlzeiten bei nur einem Getränk blieb. ",-0.19,mixed
E5CB1750-A6FF-EE11-9F89-0022489CFF41,0.01,0.32,0.67,positive,0.53,0.45,0.01,Strand,super,Am Strand kann man super baden aber auch schnorcheln .,0.66,positive
17ED3450-4B05-EF11-9F89-0022489DE34D,0.01,0.22,0.77,positive,0.62,0.36,0.01,Animateur,bester,"nächstes Jahr wieder.\nFOOD: Das Essen war vielfältig und abwechslungsreich\nSPORT: Ismail ist der bester Animateur :)\nSERVICE: Sehr freundlich, zugewandtes Personal",0.76,positive
5406756E-38FA-EE11-A1FE-002248A3D3C7,0.01,0.28,0.7,positive,0.9,0.09,0.01,Strandabschnitte,saubersten,"Wir waren zum zweiten Mal in diesem tollen Hotel, mit Sicherheit auch nicht zum letzten Mal!\nFOOD: Bestens, fast alles was der Magen begehrt.\nSPORT: Alles sehr dezent und dem Hotel angemessen.\nLOCATION: Einer der schönsten und saubersten Strandabschnitte im Raum Side.\nSERVICE: Überragend. ",0.69,positive
41CC6163-D205-EF11-9F89-000D3ADA83DF,0.15,0.12,0.73,positive,0.57,0.41,0.02,Ambiente,schönes,Da wäre die Hälfte vom Preis ansprechender .\nFOOD: Sehr schönes Ambiente reichlich zu essen für jeden was dabei\nSPORT: Spa und Wellnes sehr schön Friseur sehr qualifiziert.,0.58,mixed
6A1EE137-8305-EF11-9F89-000D3ADD6772,0.01,0.06,0.93,positive,0.94,0.05,0.01,Wellness,gut,Wellness auch sehr gut.,0.92,positive
2E63AD08-34FA-EE11-A1FE-0022489AE2FC,0.17,0.26,0.57,positive,0.76,0.23,0.01,Küche,guten,"Ein schöne Gartenanlage schließt sich dem Hotel an.\nFOOD: Also, wir sind Freunde der guten Küche sowie des guten Geschmack. ",0.4,mixed
02DBF059-50D7-EE11-904C-000D3A67B052,0.39,0.21,0.4,negative,0.01,0.34,0.65,Platz,zu wenig,HOTEL: Zu viele Menschen für zu wenig Platz.,0.01,mixed
AB2238B9-1C05-EF11-9F89-0022489CFF41,0.3,0.16,0.54,neutral,0.36,0.46,0.18,Einkaufsmöglichkeiten,gut,"Für Schnorchler nicht geeignet, da das Riff absolut tot ist und man\nLOCATION: Total zentral gelegen, Viele Einkaufsmöglichkeiten sehr gut zu Fuß zu erreichen..",0.24,mixed
B93DDD34-3AFA-EE11-A1FE-0022489AE2FC,0.01,0.15,0.84,positive,0.99,0.01,0,Vorspeisen,schön,Tolle Salate und Vorspeisen - immer frisch und schön angerichtet.,0.83,positive
5B0ED9BC-1C05-EF11-9F89-7C1E52217B47,0.01,0.13,0.86,positive,0.98,0.01,0,Hotel,schön,Hotel sehr schön.,0.85,positive
DC126A66-B705-EF11-9F89-6045BDDF439F,0.01,0.17,0.82,positive,0.76,0.23,0.01,Abkühlung,willkommene,"Meer super warm, Pool willkommene Abkühlung, nicht zu heiß für Ausflüge",0.81,positive
4AF91EEF-3BFA-EE11-A1FE-002248A2F5F4,0.01,0.04,0.96,positive,0.99,0,0,Essen,gut,"Pool nicht geheizt, Essen sehr gut, viele Unterhaltungsmöglichkeiten, immer lärmig, Personal freundlich",0.95,positive
